"title","year","metacritic_score","metacritic_rank","oscars_nom","oscars_win","min_oscar_nom_rank","oscar_win_rank","tie_rank"
"The Informant!",2009,66,144,0,0,243,1,5
"Cloudy with a Chance of Meatballs",2009,66,145,0,0,243,1,6
"Unmade Beds",2009,66,146,0,0,243,1,7
"Bandslam",2009,66,147,0,0,243,1,8
"No Impact Man: The Documentary",2009,66,148,0,0,243,1,9
"The Wedding Song",2009,65,149,0,0,243,1,1
"Black Dynamite",2009,65,150,0,0,243,1,2
"The Providence Effect",2009,65,151,0,0,243,1,3
"Sex Positive",2009,65,152,0,0,243,1,4
"Throw Down Your Heart",2009,65,153,0,0,243,1,5
"The Imaginarium of Doctor Parnassus",2009,65,154,0,0,243,1,6
"Tetro",2009,65,155,0,0,243,1,7
"Coco Before Chanel",2009,65,156,0,0,243,1,8
"Outrage",2009,64,157,0,0,243,1,1
"Examined Life",2009,64,158,0,0,243,1,2
"Adoration",2009,64,159,0,0,243,1,3
"Wolke Neun",2009,64,160,0,0,243,1,4
"Air Doll",2009,64,161,0,0,243,1,5
"The Young Victoria",2009,64,162,0,0,243,1,6
"The Road",2009,64,163,0,0,243,1,7
"The Chaser",2009,64,164,0,0,243,1,8
"Giant",2009,64,165,0,0,243,1,9
"State of Play",2009,64,166,0,0,243,1,10
"Guest of Cindy Sherman",2009,64,167,0,0,243,1,11
"The Horse Boy",2009,64,168,0,0,243,1,12
"Lymelife",2009,64,169,0,0,243,1,13
"Tokyo!",2009,63,170,0,0,243,1,1
"Under Our Skin",2009,63,171,0,0,243,1,2
"A Perfect Getaway",2009,63,172,0,0,243,1,3
"Chéri",2009,63,173,0,0,243,1,4
"The Great Buck Howard",2009,63,174,0,0,243,1,5
"Art & Copy",2009,62,175,0,0,243,1,1
"Julia",2009,62,176,0,0,243,1,2
"Skin",2009,62,177,0,0,243,1,3
"Cherry Blossoms",2009,62,178,0,0,243,1,4
"My One and Only",2009,62,179,0,0,243,1,5
"Five Minutes of Heaven",2009,62,180,0,0,243,1,6
"I Sell the Dead",2009,62,181,0,0,243,1,7
"William Kunstler: Disturbing the Universe",2009,62,182,0,0,243,1,8
"Big Man Japan",2009,62,183,0,0,243,1,9
"Sunshine Cleaning",2009,61,184,0,0,243,1,1
"Trucker",2009,61,185,0,0,243,1,2
"The Soloist",2009,61,186,0,0,243,1,3
"Capitalism: A Love Story",2009,61,187,0,0,243,1,4
"Extract",2009,61,188,0,0,243,1,5
"Fighting",2009,61,189,0,0,243,1,6
"Dead Snow",2009,61,190,0,0,243,1,7
"Funny People",2009,60,191,0,0,243,1,1
"9",2009,60,192,0,0,243,1,2
"The Cake Eaters",2009,60,193,0,0,243,1,3
"American Casino",2009,60,194,0,0,243,1,4
"Notorious",2009,60,195,0,0,243,1,5
"Brothers at War",2009,60,196,0,0,243,1,6
"Sleep Dealer",2009,59,197,0,0,243,1,1
"Youssou Ndour: I Bring What I Love",2009,59,198,0,0,243,1,2
"More Than a Game",2009,59,199,0,0,243,1,3
"My Son, My Son, What Have Ye Done",2009,59,200,0,0,243,1,4
"American Swing",2009,59,201,0,0,243,1,5
"Pirate Radio",2009,58,202,0,0,243,1,1
"Defamation",2009,58,203,0,0,243,1,2
"Easy Virtue",2009,58,204,0,0,243,1,3
"(Untitled)",2009,58,205,0,0,243,1,4
"Brothers",2009,58,206,0,0,243,1,5
"Away We Go",2009,58,207,0,0,243,1,6
"The Invention of Lying",2009,58,208,0,0,243,1,7
"Chelsea on the Rocks",2009,57,209,0,0,243,1,1
"Bart Got a Room",2009,57,210,0,0,243,1,2
"The Missing Person",2009,57,211,0,0,243,1,3
"The Boys Are Back",2009,57,212,0,0,243,1,4
"Fifty Dead Men Walking",2009,57,213,0,0,243,1,5
"It's Complicated",2009,57,214,0,0,243,1,6
"Sherlock Holmes",2009,57,215,0,0,243,1,7
"The Escapist",2009,56,216,0,0,243,1,1
"American Violet",2009,56,217,0,0,243,1,2
"Adam",2009,56,218,0,0,243,1,3
"Eleven Minutes",2009,56,219,0,0,243,1,4
"Watchmen",2009,56,220,0,0,243,1,5
"Phoebe in Wonderland",2009,56,221,0,0,243,1,6
"Monsters vs Aliens",2009,56,222,0,0,243,1,7
"The Merry Gentleman",2009,55,223,0,0,243,1,1
"Walt & El Grupo",2009,55,224,0,0,243,1,2
"A Christmas Carol",2009,55,225,0,0,243,1,3
"Taking Woodstock",2009,55,226,0,0,243,1,4
"The Brothers Bloom",2009,55,227,0,0,243,1,5
"Casi divas",2009,55,228,0,0,243,1,6
"The Taking of Pelham 1 2 3",2009,55,229,0,0,243,1,7
"I Can Do Bad All by Myself",2009,55,230,0,0,243,1,8
"The Men Who Stare at Goats",2009,54,231,0,0,243,1,1
"Is Anybody There?",2009,54,232,0,0,243,1,2
"Imagine That",2009,54,233,0,0,243,1,3
"Battle for Terra",2009,54,234,0,0,243,1,4
"Pontypool",2009,54,235,0,0,243,1,5
"Bruno",2009,54,236,0,0,243,1,6
"Dare",2009,54,237,0,0,243,1,7
"Paper Heart",2009,54,238,0,0,243,1,8
"Observe and Report",2009,54,239,0,0,243,1,9
"Until the Light Takes Us",2009,54,240,0,0,243,1,10
"Explicit Ills",2009,54,241,0,0,243,1,11
"Shorts",2009,53,242,0,0,243,1,1
"The Blind Side",2009,53,243,1,0,243,1,2
"Ricky",2009,53,244,0,0,243,1,3
"Astro Boy",2009,53,245,0,0,243,1,4
"The Girl from Monaco",2009,52,246,0,0,243,1,1
"Race to Witch Mountain",2009,52,247,0,0,243,1,2
"The International",2009,52,248,0,0,243,1,3
"Mammoth",2009,51,249,0,0,243,1,1
"Quiet Chaos",2009,51,250,0,0,243,1,2
"Blind Date",2009,51,251,0,0,243,1,3
"My Bloody Valentine",2009,51,252,0,0,243,1,4
"The Loss of a Teardrop Diamond",2009,51,253,0,0,243,1,5
"Hotel for Dogs",2009,51,254,0,0,243,1,6
"Taken",2009,51,255,0,0,243,1,7
"My Sister's Keeper",2009,51,256,0,0,243,1,8
"Armored",2009,50,257,0,0,243,1,1
"Ice Age: Dawn of the Dinosaurs",2009,50,258,0,0,243,1,2
"Management",2009,50,259,0,0,243,1,3
"Madea Goes to Jail",2009,50,260,0,0,243,1,4
"The Stoning of Soraya M.",2009,50,261,0,0,243,1,5
"The Education of Charlie Banks",2009,50,262,0,0,243,1,6
"2012",2009,49,263,0,0,243,1,1
"New York, I Love You",2009,49,264,0,0,243,1,2
"The Private Lives of Pippa Lee",2009,49,265,0,0,243,1,3
"Terminator Salvation",2009,49,266,0,0,243,1,4
"Antichrist",2009,49,267,0,0,243,1,5
"Blessed Is the Match: The Life and Death of Hannah Senesh",2009,49,268,0,0,243,1,6
"Food Beware: The French Organic Revolution",2009,49,269,0,0,243,1,7
"Nine",2009,49,270,0,0,243,1,8
"Ten9Eight: Shoot for the Moon",2009,49,271,0,0,243,1,9
"Not Forgotten",2009,48,272,0,0,243,1,1
"Angels & Demons",2009,48,273,0,0,243,1,2
"Alien Trespass",2009,48,274,0,0,243,1,3
"17 Again",2009,48,275,0,0,243,1,4
"The Proposal",2009,48,276,0,0,243,1,5
"Hannah Montana: The Movie",2009,47,277,0,0,243,1,1
"The Box",2009,47,278,0,0,243,1,2
"He's Just Not That Into You",2009,47,279,0,0,243,1,3
"Jennifer's Body",2009,47,280,0,0,243,1,4
"The Little Traitor",2009,47,281,0,0,243,1,5
"The Time Traveler's Wife",2009,47,282,0,0,243,1,6
"Ong Bak 2",2009,47,283,0,0,243,1,7
"Everybody's Fine",2009,47,284,0,0,243,1,8
"Next Day Air",2009,46,285,0,0,243,1,1
"Fast & Furious",2009,46,286,0,0,243,1,2
"Dragonball: Evolution",2009,45,287,0,0,243,1,1
"White on Rice",2009,45,288,0,0,243,1,2
"Whatever Works",2009,45,289,0,0,243,1,3
"Surrogates",2009,45,290,0,0,243,1,4
"Fanboys",2009,45,291,0,0,243,1,5
"The Burning Plain",2009,45,292,0,0,243,1,6
"Uncertainty",2009,45,293,0,0,243,1,7
"Jonas Brothers: The 3D Concert Experience",2009,45,294,0,0,243,1,8
"Brief Interviews with Hideous Men",2009,44,295,0,0,243,1,1
"Skills Like This",2009,44,296,0,0,243,1,2
"The Twilight Saga: New Moon",2009,44,297,0,0,243,1,3
"Peter and Vandy",2009,44,298,0,0,243,1,4
"Underworld: Rise of the Lycans",2009,44,299,0,0,243,1,5
"The Answer Man",2009,44,300,0,0,243,1,6
"The Social Network",2010,95,1,1,0,75,8,1
"Carlos",2010,94,2,0,0,75,8,1
"Toy Story 3",2010,92,3,1,0,75,8,1
"Winter's Bone",2010,90,4,1,0,75,8,1
"A Prophet",2010,90,5,0,0,75,8,2
"A Film Unfinished",2010,88,6,0,0,75,8,1
"Inside Job",2010,88,7,0,0,75,8,2
"The King's Speech",2010,88,8,1,1,75,8,3
"45365",2010,88,9,0,0,75,8,4
"The Tillman Story",2010,86,10,0,0,75,8,1
"The Kids Are All Right",2010,86,11,1,0,75,8,2
"Last Train Home",2010,86,12,0,0,75,8,3
"Lebanon",2010,85,13,0,0,75,8,1
"Exit Through the Gift Shop",2010,85,14,0,0,75,8,2
"Vincere",2010,85,15,0,0,75,8,3
"Restrepo",2010,85,16,0,0,75,8,4
"Boxing Gym",2010,83,17,0,0,75,8,1
"Guy and Madeline on a Park Bench",2010,83,18,0,0,75,8,2
"Neil Young Trunk Show",2010,83,19,0,0,75,8,3
"Animal Kingdom",2010,83,20,0,0,75,8,4
"Hadewijch",2010,83,21,0,0,75,8,5
"Ajami",2010,82,22,0,0,75,8,1
"127 Hours",2010,82,23,1,0,75,8,2
"The Illusionist",2010,82,24,0,0,75,8,3
"Our Beloved Month of August",2010,82,25,0,0,75,8,4
"Marwencol",2010,82,26,0,0,75,8,5
"Mademoiselle Chambon",2010,82,27,0,0,75,8,6
"Blue Valentine",2010,81,28,0,0,75,8,1
"The Secret of Kells",2010,81,29,0,0,75,8,2
"White Material",2010,81,30,0,0,75,8,3
"Fish Tank",2010,81,31,0,0,75,8,4
"Waiting for 'Superman'",2010,81,32,0,0,75,8,5
"True Grit",2010,80,33,1,0,75,8,1
"The Secret in Their Eyes",2010,80,34,0,0,75,8,2
"My Dog Tulip",2010,80,35,0,0,75,8,3
"Sweetgrass",2010,80,36,0,0,75,8,4
"Another Year",2010,80,37,0,0,75,8,5
"Joan Rivers: A Piece of Work",2010,79,38,0,0,75,8,1
"The Fighter",2010,79,39,1,0,75,8,2
"IMAX: Hubble 3D",2010,79,40,0,0,75,8,3
"Let Me In",2010,79,41,0,0,75,8,4
"Mother",2010,79,42,0,0,75,8,5
"I Am Love",2010,79,43,0,0,75,8,6
"Black Swan",2010,79,44,1,0,75,8,7
"Racing Dreams",2010,78,45,0,0,75,8,1
"Please Give",2010,78,46,0,0,75,8,2
"Waste Land",2010,78,47,0,0,75,8,3
"I Killed My Mother",2010,77,48,0,0,75,8,1
"Mugabe and the White African",2010,77,49,0,0,75,8,2
"Alamar (To the Sea)",2010,77,50,0,0,75,8,3
"The Ghost Writer",2010,77,51,0,0,75,8,4
"Get Low",2010,77,52,0,0,75,8,5
"The Army of Crime",2010,76,53,0,0,75,8,1
"And Everything Is Going Fine",2010,76,54,0,0,75,8,2
"Father of My Children",2010,76,55,0,0,75,8,3
"Living in Emergency: Stories of Doctors Without Borders",2010,76,56,0,0,75,8,4
"Soul Kitchen",2010,76,57,0,0,75,8,5
"Undertow",2010,76,58,0,0,75,8,6
"Rabbit Hole",2010,76,59,0,0,75,8,7
"Greenberg",2010,76,60,0,0,75,8,8
"The Girl with the Dragon Tattoo",2010,76,61,0,0,75,8,9
"Beetle Queen Conquers Tokyo",2010,75,62,0,0,75,8,1
"The Art of the Steal",2010,75,63,0,0,75,8,2
"Anton Chekhov's The Duel",2010,75,64,0,0,75,8,3
"The Strange Case of Angelica",2010,75,65,0,0,75,8,4
"Samson and Delilah",2010,75,66,0,0,75,8,5
"How to Train Your Dragon",2010,75,67,0,0,75,8,6
"Oceans",2010,75,68,0,0,75,8,7
"The Square",2010,75,69,0,0,75,8,8
"Mid-August Lunch",2010,75,70,0,0,75,8,9
"Prodigal Sons",2010,74,71,0,0,75,8,1
"Terribly Happy",2010,74,72,0,0,75,8,2
"Daddy Longlegs",2010,74,73,0,0,75,8,3
"Jean-Michel Basquiat: The Radiant Child",2010,74,74,0,0,75,8,4
"Inception",2010,74,75,1,0,75,8,5
"Farewell",2010,74,76,0,0,75,8,6
"Stonewall Uprising",2010,74,77,0,0,75,8,7
"The Town",2010,74,78,0,0,75,8,8
"Cyrus",2010,74,79,0,0,75,8,9
"Ahead of Time",2010,74,80,0,0,75,8,10
"Cropsey",2010,73,81,0,0,75,8,1
"Blue Beard",2010,73,82,0,0,75,8,2
"Dogtooth",2010,73,83,0,0,75,8,3
"Harlan: In the Shadow of Jew Suess",2010,73,84,0,0,75,8,4
"Mesrine: Public Enemy No. 1",2010,72,85,0,0,75,8,1
"Genius Within: The Inner Life of Glenn Gould",2010,72,86,0,0,75,8,2
"Easier with Practice",2010,72,87,0,0,75,8,3
"Let It Rain",2010,72,88,0,0,75,8,4
"Easy A",2010,72,89,0,0,75,8,5
"The Oath",2010,72,90,0,0,75,8,6
"The Lottery",2010,72,91,0,0,75,8,7
"Tiny Furniture",2010,72,92,0,0,75,8,8
"Amer",2010,72,93,0,0,75,8,9
"Despicable Me",2010,72,94,0,0,75,8,10
"Inspector Bellamy",2010,71,95,0,0,75,8,1
"Everyone Else",2010,71,96,0,0,75,8,2
"Tangled",2010,71,97,0,0,75,8,3
"Winnebago Man",2010,71,98,0,0,75,8,4
"No One Knows About Persian Cats",2010,71,99,0,0,75,8,5
"Lourdes",2010,71,100,0,0,75,8,6
"Neshoba",2010,71,101,0,0,75,8,7
"Rare Exports: A Christmas Tale",2010,71,102,0,0,75,8,8
"Mesrine: Killer Instinct",2010,71,103,0,0,75,8,9
"The Agony and the Ecstasy of Phil Spector",2010,70,104,0,0,75,8,1
"Countdown to Zero",2010,70,105,0,0,75,8,2
"Eyes Wide Open",2010,70,106,0,0,75,8,3
"Waking Sleeping Beauty",2010,70,107,0,0,75,8,4
"Warlords",2010,70,108,0,0,75,8,5
"Never Let Me Go",2010,69,109,0,0,75,8,1
"Unstoppable",2010,69,110,0,0,75,8,2
"Enter the Void",2010,69,111,0,0,75,8,3
"Peepli Live",2010,69,112,0,0,75,8,4
"Life During Wartime",2010,69,113,0,0,75,8,5
"Kings of Pastry",2010,69,114,0,0,75,8,6
"Solitary Man",2010,69,115,0,0,75,8,7
"Fair Game",2010,69,116,0,0,75,8,8
"Scott Pilgrim vs. the World",2010,69,117,0,0,75,8,9
"The Exploding Girl",2010,69,118,0,0,75,8,10
"The Good, the Bad, the Weird",2010,69,119,0,0,75,8,11
"The Milk of Sorrow",2010,68,120,0,0,75,8,1
"Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?)",2010,68,121,0,0,75,8,2
"Bhutto",2010,68,122,0,0,75,8,3
"Casino Jack and the United States of Money",2010,68,123,0,0,75,8,4
"Smash His Camera",2010,68,124,0,0,75,8,5
"Vision: From the Life of Hildegard Von Bingen",2010,68,125,0,0,75,8,6
"Client 9: The Rise and Fall of Eliot Spitzer",2010,68,126,0,0,75,8,7
"Women Without Men",2010,68,127,0,0,75,8,8
"Down Terrace",2010,68,128,0,0,75,8,9
"Kisses",2010,68,129,0,0,75,8,10
"The Girl on the Train",2010,68,130,0,0,75,8,11
"Four Lions",2010,68,131,0,0,75,8,12
"Children of Invention",2010,67,132,0,0,75,8,1
"It Came from Kuchar",2010,67,133,0,0,75,8,2
"Cairo Time",2010,67,134,0,0,75,8,3
"Nowhere Boy",2010,67,135,0,0,75,8,4
"Somewhere",2010,67,136,0,0,75,8,5
"North Face",2010,67,137,0,0,75,8,6
"The Eclipse",2010,67,138,0,0,75,8,7
"Looking for Eric",2010,66,139,0,0,75,8,1
"The Girl Who Played with Fire",2010,66,140,0,0,75,8,2
"City Island",2010,66,141,0,0,75,8,3
"October Country",2010,66,142,0,0,75,8,4
"Kick-Ass",2010,66,143,0,0,75,8,5
"Strange Powers: Stephin Merritt and the Magnetic Fields",2010,66,144,0,0,75,8,6
"Splice",2010,66,145,0,0,75,8,7
"Nénette",2010,66,146,0,0,75,8,8
"Waiting for Armageddon",2010,66,147,0,0,75,8,9
"Catfish",2010,65,148,0,0,75,8,1
"Buried",2010,65,149,0,0,75,8,2
"Kenny Chesney: Summer in 3D",2010,65,150,0,0,75,8,3
"Whiz Kids",2010,65,151,0,0,75,8,4
"The Runaways",2010,65,152,0,0,75,8,5
"Patrik Age 1.5",2010,65,153,0,0,75,8,6
"Salt",2010,65,154,0,0,75,8,7
"I Love You Phillip Morris",2010,65,155,0,0,75,8,8
"Made in Dagenham",2010,65,156,0,0,75,8,9
"The Disappearance of Alice Creed",2010,65,157,0,0,75,8,10
"Wild Grass",2010,65,158,0,0,75,8,11
"Get Him to the Greek",2010,65,159,0,0,75,8,12
"Night Catches Us",2010,65,160,0,0,75,8,13
"Harry Potter and the Deathly Hallows: Part I",2010,65,161,0,0,75,8,14
"Ondine",2010,65,162,0,0,75,8,15
"Mother and Child",2010,64,163,0,0,75,8,1
"Soundtrack for a Revolution",2010,64,164,0,0,75,8,2
"Tamara Drewe",2010,64,165,0,0,75,8,3
"The Other Guys",2010,64,166,0,0,75,8,4
"Jack Goes Boating",2010,64,167,0,0,75,8,5
"District 13: Ultimatum",2010,64,168,0,0,75,8,6
"Monsters",2010,63,169,0,0,75,8,1
"Babies",2010,63,170,0,0,75,8,2
"Lbs.",2010,63,171,0,0,75,8,3
"Reel Injun",2010,63,172,0,0,75,8,4
"The Last Exorcism",2010,63,173,0,0,75,8,5
"It's Kind of a Funny Story",2010,63,174,0,0,75,8,6
"Howl",2010,63,175,0,0,75,8,7
"Summer Wars",2010,63,176,0,0,75,8,8
"Hot Tub Time Machine",2010,63,177,0,0,75,8,9
"Green Zone",2010,63,178,0,0,75,8,10
"William S. Burroughs: A Man Within",2010,63,179,0,0,75,8,11
"Megamind",2010,63,180,0,0,75,8,12
"Shutter Island",2010,63,181,0,0,75,8,13
"Youth in Revolt",2010,63,182,0,0,75,8,14
"After the Cup: Sons of Sakhnin United",2010,62,183,0,0,75,8,1
"Punching the Clown",2010,62,184,0,0,75,8,2
"The Yellow Handkerchief",2010,62,185,0,0,75,8,3
"Kites",2010,62,186,0,0,75,8,4
"Red Hill",2010,62,187,0,0,75,8,5
"Micmacs",2010,62,188,0,0,75,8,6
"Centurion",2010,62,189,0,0,75,8,7
"Micmac - Au four et au moulin",2010,62,190,0,0,75,8,8
"The American",2010,61,191,0,0,75,8,1
"Valhalla Rising",2010,61,192,0,0,75,8,2
"Best Worst Movie",2010,61,193,0,0,75,8,3
"Conviction",2010,61,194,0,0,75,8,4
"The Kids Grow Up",2010,61,195,0,0,75,8,5
"Cool It",2010,61,196,0,0,75,8,6
"Hideaway (Le refuge)",2010,61,197,0,0,75,8,7
"Secretariat",2010,61,198,0,0,75,8,8
"Welcome",2010,61,199,0,0,75,8,9
"The Karate Kid",2010,61,200,0,0,75,8,10
"Videocracy",2010,60,201,0,0,75,8,1
"The Girl Who Kicked the Hornet's Nest",2010,60,202,0,0,75,8,2
"The Concert",2010,60,203,0,0,75,8,3
"Machete",2010,60,204,0,0,75,8,4
"White Wedding",2010,60,205,0,0,75,8,5
"RED",2010,60,206,0,0,75,8,6
"Max Manus",2010,60,207,0,0,75,8,7
"Behind the Burly Q",2010,60,208,0,0,75,8,8
"Middle Men",2010,60,209,0,0,75,8,9
"Disco and Atomic War",2010,59,210,0,0,75,8,1
"Outside the Law",2010,59,211,0,0,75,8,2
"The Cartel",2010,59,212,0,0,75,8,3
"Change of Plans (Le code a changé)",2010,59,213,0,0,75,8,4
"Heartbreaker",2010,59,214,0,0,75,8,5
"Ip Man",2010,59,215,0,0,75,8,6
"Two in the Wave",2010,59,216,0,0,75,8,7
"Wall Street: Money Never Sleeps",2010,59,217,0,0,75,8,8
"Handsome Harry",2010,59,218,0,0,75,8,9
"OSS 117 - Lost in Rio",2010,58,219,0,0,75,8,1
"Shrek Forever After",2010,58,220,0,0,75,8,2
"Biutiful",2010,58,221,0,0,75,8,3
"The Twilight Saga: Eclipse",2010,58,222,0,0,75,8,4
"Leaves of Grass",2010,58,223,0,0,75,8,5
"Freakonomics",2010,58,224,0,0,75,8,6
"Heartless",2010,58,225,0,0,75,8,7
"Stone",2010,58,226,0,0,75,8,8
"All Good Things",2010,57,227,0,0,75,8,1
"Daybreakers",2010,57,228,0,0,75,8,2
"Severe Clear",2010,57,229,0,0,75,8,3
"A Woman, a Gun and a Noodle Shop",2010,57,230,0,0,75,8,4
"Lovely, Still",2010,57,231,0,0,75,8,5
"Shake Hands with the Devil",2010,57,232,0,0,75,8,6
"Prince of Broadway",2010,57,233,0,0,75,8,7
"Here and There",2010,57,234,0,0,75,8,8
"The Sun Behind the Clouds: Tibet's Struggle for Freedom",2010,57,235,0,0,75,8,9
"Iron Man 2",2010,57,236,0,0,75,8,10
"John Rabe",2010,57,237,0,0,75,8,11
"The Wildest Dream",2010,57,238,0,0,75,8,12
"Morning Glory",2010,57,239,0,0,75,8,13
"Today's Special",2010,57,240,0,0,75,8,14
"Leaving",2010,56,241,0,0,75,8,1
"Breaking Upwards",2010,56,242,0,0,75,8,2
"Jackass 3-D",2010,56,243,0,0,75,8,3
"What's the Matter with Kansas?",2010,56,244,0,0,75,8,4
"Diary of a Wimpy Kid",2010,56,245,0,0,75,8,5
"Coco Chanel & Igor Stravinsky",2010,56,246,0,0,75,8,6
"Douchebag",2010,56,247,0,0,75,8,7
"Date Night",2010,56,248,0,0,75,8,8
"Spoken Word",2010,56,249,0,0,75,8,9
"Ramona and Beezus",2010,56,250,0,0,75,8,10
"Hereafter",2010,56,251,0,0,75,8,11
"Dinner for Schmucks",2010,56,252,0,0,75,8,12
"The Extra Man",2010,56,253,0,0,75,8,13
"Edge of Darkness",2010,55,254,0,0,75,8,1
"Hugh Hefner: Playboy, Activist and Rebel",2010,55,255,0,0,75,8,2
"8: The Mormon Proposition",2010,55,256,0,0,75,8,3
"Mao's Last Dancer",2010,55,257,0,0,75,8,4
"Agora",2010,55,258,0,0,75,8,5
"Love and Other Drugs",2010,55,259,0,0,75,8,6
"The Crazies",2010,55,260,0,0,75,8,7
"When You're Strange",2010,55,261,0,0,75,8,8
"Harry Brown",2010,55,262,0,0,75,8,9
"The Joneses",2010,55,263,0,0,75,8,10
"The Misfortunates",2010,54,264,0,0,75,8,1
"The Freebie",2010,54,265,0,0,75,8,2
"Wah Do Dem",2010,54,266,0,0,75,8,3
"Bran Nue Dae",2010,54,267,0,0,75,8,4
"Paranormal Activity 2",2010,53,268,0,0,75,8,1
"Gangster's Paradise: Jerusalema",2010,53,269,0,0,75,8,2
"Alice in Wonderland",2010,53,270,0,0,75,8,3
"Jews and Baseball: An American Love Story",2010,53,271,0,0,75,8,4
"Robin Hood",2010,53,272,0,0,75,8,5
"Piranha 3-D",2010,53,273,0,0,75,8,6
"The Winning Season",2010,53,274,0,0,75,8,7
"The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,53,275,0,0,75,8,8
"The Killer Inside Me",2010,53,276,0,0,75,8,9
"The Book of Eli",2010,53,277,0,0,75,8,10
"Legend of the Guardians: The Owls of Ga'Hoole",2010,53,278,0,0,75,8,11
"Formosa Betrayed",2010,52,279,0,0,75,8,1
"The City of Your Final Destination",2010,52,280,0,0,75,8,2
"Who Do You Love",2010,52,281,0,0,75,8,3
"The Switch",2010,52,282,0,0,75,8,4
"The Next Three Days",2010,52,283,0,0,75,8,5
"Nanny McPhee Returns",2010,52,284,0,0,75,8,6
"[Rec] 2",2010,52,285,0,0,75,8,7
"Touching Home",2010,52,286,0,0,75,8,8
"La Soga (The Butcher's Son)",2010,51,287,0,0,75,8,1
"You Will Meet a Tall Dark Stranger",2010,51,288,0,0,75,8,2
"Due Date",2010,51,289,0,0,75,8,3
"Death at a Funeral",2010,51,290,0,0,75,8,4
"The Legend of Pale Male",2010,51,291,0,0,75,8,5
"Casino Jack",2010,51,292,0,0,75,8,6
"Creation",2010,51,293,0,0,75,8,7
"Predators",2010,51,294,0,0,75,8,8
"Just Wright",2010,51,295,0,0,75,8,9
"Holy Rollers",2010,51,296,0,0,75,8,10
"Going the Distance",2010,51,297,0,0,75,8,11
"For Colored Girls",2010,50,298,0,0,75,8,1
"Eat Pray Love",2010,50,299,0,0,75,8,2
"Don McKay",2010,50,300,0,0,75,8,3
"A Separation",2011,95,1,0,0,407,5,1
"We Were Here",2011,94,2,0,0,407,5,1
"Nostalgia for the Light",2011,91,3,0,0,407,5,1
"My Perestroika",2011,90,4,0,0,407,5,1
"The Artist",2011,89,5,1,1,407,5,1
"The Arbor",2011,88,6,0,0,407,5,1
"Poetry",2011,87,7,0,0,407,5,1
"I Travel Because I Have to, I Come Back Because I Love You",2011,87,8,0,0,407,5,2
"Uncle Boonmee Who Can Recall His Past Lives",2011,87,9,0,0,407,5,3
"Harry Potter and the Deathly Hallows: Part 2",2011,87,10,0,0,407,5,4
"Moneyball",2011,87,11,1,0,407,5,5
"The Autobiography of Nicolae Ceausescu",2011,87,12,0,0,407,5,6
"Cave of Forgotten Dreams",2011,86,13,0,0,407,5,1
"Of Gods and Men",2011,86,14,0,0,407,5,2
"The Interrupters",2011,86,15,0,0,407,5,3
"Take Shelter",2011,85,16,0,0,407,5,1
"City of Life and Death",2011,85,17,0,0,407,5,2
"Tinker Tailor Soldier Spy",2011,85,18,0,0,407,5,3
"The Tree of Life",2011,85,19,1,0,407,5,4
"Meek's Cutoff",2011,85,20,0,0,407,5,5
"The Descendants",2011,84,21,1,0,407,5,1
"13 Assassins",2011,84,22,0,0,407,5,2
"Project Nim",2011,83,23,0,0,407,5,1
"Pina",2011,83,24,0,0,407,5,2
"Hugo",2011,83,25,1,0,407,5,3
"The Trip",2011,82,26,0,0,407,5,1
"Certified Copy",2011,82,27,0,0,407,5,2
"Le Havre",2011,82,28,0,0,407,5,3
"To Be Heard",2011,82,29,0,0,407,5,4
"Mysteries of Lisbon",2011,82,30,0,0,407,5,5
"My Joy",2011,81,31,0,0,407,5,1
"Beginners",2011,81,32,0,0,407,5,2
"Weekend",2011,81,33,0,0,407,5,3
"Thunder Soul",2011,81,34,0,0,407,5,4
"Hell and Back Again",2011,81,35,0,0,407,5,5
"Midnight in Paris",2011,81,36,1,0,407,5,6
"Tuesday, After Christmas",2011,81,37,0,0,407,5,7
"Melancholia",2011,80,38,0,0,407,5,1
"Incendies",2011,80,39,0,0,407,5,2
"The Mill and the Cross",2011,80,40,0,0,407,5,3
"The Four Times (Le Quattro Volte)",2011,80,41,0,0,407,5,4
"Senna",2011,79,42,0,0,407,5,1
"Pariah",2011,79,43,0,0,407,5,2
"Coriolanus",2011,79,44,0,0,407,5,3
"Miss Bala",2011,79,45,0,0,407,5,4
"Drive",2011,78,46,0,0,407,5,1
"Putty Hill",2011,78,47,0,0,407,5,2
"The Guard",2011,78,48,0,0,407,5,3
"The Princess of Montpensier",2011,78,49,0,0,407,5,4
"Love Exposure",2011,78,50,0,0,407,5,5
"Sholem Aleichem: Laughing in the Darkness",2011,77,51,0,0,407,5,1
"Benda Bilili!",2011,77,52,0,0,407,5,2
"Circo",2011,77,53,0,0,407,5,3
"Louder Than a Bomb",2011,77,54,0,0,407,5,4
"Bill Cunningham New York",2011,76,55,0,0,407,5,1
"Beats Rhymes & Life: The Travels of a Tribe Called Quest",2011,76,56,0,0,407,5,2
"Rebirth",2011,76,57,0,0,407,5,3
"Jane Eyre",2011,76,58,0,0,407,5,4
"Buck",2011,76,59,0,0,407,5,5
"Silent Souls",2011,76,60,0,0,407,5,6
